timestamp,queue,policy,payload_size,capacity,producers,consumers,push_ops,pop_ops,warmup_ops,throughput,push_avg_ns,push_p50_ns,push_p95_ns,push_p999_ns,push_min_ns,push_max_ns,pop_avg_ns,pop_p50_ns,pop_p95_ns,pop_p999_ns,pop_min_ns,pop_max_ns
2026-05-02 20:48:36,MPMC,Try,16,1024,8,4,100000,100000,200000,1.34517e+07,1037.22,540,3241,12875,0,1488122,500.892,270,1440,5492,0,2273732
2026-05-02 20:48:36,MPMC,Blocking,16,1024,8,4,100000,100000,200000,4.8016e+07,250.53,180,360,721,0,549549,81.5092,90,180,270,0,114610
2026-05-02 20:48:36,Mutex,Baseline,16,1024,8,4,100000,100000,200000,1.58176e+06,3492.84,90,9183,329603,0,2037131,886.88,90,2161,98043,0,294762
2026-05-02 20:48:36,MPMC,Try,16,1024,8,8,100000,100000,200000,1.41443e+07,952.021,451,2881,11704,0,6733865,550.267,180,1441,5582,0,8283388
2026-05-02 20:48:36,MPMC,Blocking,16,1024,8,8,100000,100000,200000,3.55576e+07,368.482,360,451,990,0,651374,74.3617,90,91,181,0,43935
2026-05-02 20:48:36,Mutex,Baseline,16,1024,8,8,100000,100000,200000,4.32366e+06,2121.01,90,10624,94443,0,426207,2107.16,90,10893,87960,0,421255
2026-05-02 20:48:36,MPMC,Try,16,1024,2,2,1000000,1000000,200000,1.79317e+07,195.774,90,540,2161,0,58700,181.848,90,540,2700,0,668570
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,2,1000000,1000000,200000,4.02951e+07,76.2171,90,180,181,0,101645,71.3949,90,90,181,0,95432
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,2,1000000,1000000,200000,4.82431e+06,299.408,90,631,21337,0,194017,555.249,90,720,92282,0,237682
2026-05-02 20:48:36,MPMC,Try,16,1024,2,4,1000000,1000000,200000,1.71724e+07,202.475,90,541,2611,0,69144,421.501,270,1261,4861,0,121992
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,4,1000000,1000000,200000,3.78852e+07,72.2019,90,91,181,0,198788,182.766,180,270,450,0,246414
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,4,1000000,1000000,200000,3.52976e+06,272.877,90,720,14045,0,234170,1184.12,90,3871,128204,0,464830
2026-05-02 20:48:36,MPMC,Try,16,1024,2,8,1000000,1000000,200000,1.34126e+07,249.68,180,720,3152,0,610320,1085.91,630,3421,12605,0,695939
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,8,1000000,1000000,200000,3.62636e+07,71.0343,90,90,181,0,634088,400.26,360,630,990,0,686756
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,8,1000000,1000000,200000,371066,306.855,0,491,35644,0,280307,27599.2,98,164511,1197862,0,15943648
2026-05-02 20:48:36,MPMC,Try,16,1024,4,2,1000000,1000000,200000,1.36749e+07,532.992,319,1596,5640,0,296324,247.252,107,744,2553,0,343779
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,2,1000000,1000000,200000,3.28351e+07,210.921,213,319,426,0,196946,81.2657,106,107,213,0,156728
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,2,1000000,1000000,200000,3.03836e+06,1371.76,98,4027,144066,0,544605,313.644,0,786,17769,0,395809
2026-05-02 20:48:36,MPMC,Try,16,1024,4,4,1000000,1000000,200000,1.5273e+07,467.794,294,1474,5501,0,698706,449.357,197,1473,5992,0,711474
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,4,1000000,1000000,200000,5.7805e+07,95.3349,98,196,295,0,145064,100.823,98,197,295,0,144475
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,4,1000000,1000000,200000,3.56836e+06,974.32,98,6286,43117,0,3551769,1204.72,98,6580,111475,0,3499912
2026-05-02 20:48:36,MPMC,Try,16,1024,4,8,1000000,1000000,200000,1.16465e+07,620.71,295,1670,8446,0,4658855,1225.53,687,3241,14831,0,5094638
2026-05-02 20:48:36,MPMC,Blocking,16,1024,4,8,1000000,1000000,200000,1.57654e+07,442.659,98,99,295,0,7829647,955.631,294,393,12178,0,7910970
2026-05-02 20:48:36,Mutex,Baseline,16,1024,4,8,1000000,1000000,200000,1.74197e+06,686.802,98,2160,45768,0,1106399,3872.48,98,10018,397282,0,3168434
2026-05-02 20:48:36,MPMC,Try,16,1024,8,2,1000000,1000000,200000,1.31314e+07,1038.48,491,3732,15911,0,717366,258.889,196,786,3339,0,342969
2026-05-02 20:48:36,MPMC,Blocking,16,1024,8,2,1000000,1000000,200000,3.7871e+07,380.844,393,491,982,0,326075,67.1255,98,99,197,0,302209
2026-05-02 20:48:36,Mutex,Baseline,16,1024,8,2,1000000,1000000,200000,362288,28527.8,98,169913,1205408,0,3406083,316.309,0,532,35963,0,616058
2026-05-02 20:48:36,MPMC,Try,16,1024,8,4,1000000,1000000,200000,1.34662e+07,1047.69,589,3339,12965,0,5188140,525.781,295,1572,5303,0,4511042
2026-05-02 20:48:36,MPMC,Blocking,16,1024,8,4,1000000,1000000,200000,4.09893e+07,344.803,196,295,590,0,4266878,149.953,98,196,294,0,3357892
2026-05-02 20:48:36,Mutex,Baseline,16,1024,8,4,1000000,1000000,200000,1.79783e+06,3799.95,98,10018,359371,0,1818854,624.846,98,2259,35063,0,692125
2026-05-02 20:48:36,MPMC,Try,16,1024,8,8,1000000,1000000,200000,1.11363e+07,1310.5,589,3143,12572,0,16008551,1158.64,393,1965,7170,0,32009836
2026-05-02 20:48:36,MPMC,Blocking,16,1024,8,8,1000000,1000000,200000,1.52586e+06,10420.6,98,295,590,0,39945262,10209.4,98,99,295,0,39947815
2026-05-02 20:48:36,Mutex,Baseline,16,1024,8,8,1000000,1000000,200000,3.80822e+06,2257.71,98,11098,143886,0,4096572,2285.42,98,11099,148011,0,4359397
2026-05-02 20:48:36,MPMC,Try,16,1024,2,2,5000000,5000000,200000,1.83308e+07,190.728,107,532,2767,0,114486,187.418,107,532,2873,0,130872
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,2,5000000,5000000,200000,3.78925e+07,79.8097,106,107,213,0,282173,79.6577,106,107,213,0,272491
2026-05-02 20:48:36,Mutex,Baseline,16,1024,2,2,5000000,5000000,200000,3.86348e+06,696,98,786,93303,0,3662189,346,98,786,19152,0,3550363
2026-05-02 20:48:36,MPMC,Try,16,1024,2,4,5000000,5000000,200000,1.52344e+07,229.967,196,687,2946,0,713031,488.598,295,1473,6188,0,263114
2026-05-02 20:48:36,MPMC,Blocking,16,1024,2,4,5000000,5000000,200000,3.64622e+07,80.3441,98,99,197,0,271856,189.33,196,295,393,0,328328
